case_id,pair,method,initial_x_m,initial_y_m,initial_z_m,initial_vx_mps,initial_vy_mps,initial_vz_mps,burn_time_s,propellant_kg,final_x_m,final_y_m,final_z_m,final_vx_mps,final_vy_mps,final_vz_mps,final_speed_mps,position_error_m,max_thrust_N,runtime_s,success
87,T,Optimizer-T,184.07399011791497,246.45354470089976,498.934432070885,-27.022601975511183,-36.18010366179433,-71.79460725807155,13.474213093348382,772.8678870978911,-7.352474185040592e-11,-9.83997328063424e-11,-5.550599979642357e-10,-2.7533531010703882e-14,-3.597122599785507e-14,-1.971756091734278e-13,2.0231224699117574e-13,5.684892227831463e-10,180000.0,10.577571100089699,True
87,A,ESPDI-A,467.1839181094149,-118.58239391123772,1292.1002374175423,-37.8095509301407,-22.602390328491726,-92.36368059187072,22.04064895803186,1167.5078325370923,-9.094947017729282e-13,3.410605131648481e-13,1.3358203432289883e-12,-7.105427357601002e-14,0.0,2.2737367544323206e-13,2.382173337059642e-13,1.6516412672180691e-12,180000.01202285485,3.862740400014445,True
87,A,Optimizer-A,467.1839181094149,-118.58239391123772,1292.1002374175423,-37.8095509301407,-22.602390328491726,-92.36368059187072,21.30682513706195,1143.4672426918496,1.974860147652615e-08,1.7014664980094504e-08,1.972280614381816e-07,-2.582467573120084e-11,9.598544181699253e-11,-2.6772539740704815e-10,2.8558187500992915e-10,1.989432439248105e-07,180000.00000723163,14.15225379995536,True
88,T,ESPDI-T,358.6157002480907,-217.7234109902595,1018.9154338365183,-38.16213174612216,23.169062282207264,-105.66786680896806,18.508619414695257,1061.6365854558535,-1.169647831280457e-11,6.498085679566487e-12,-8.058040836694293e-11,-1.0221719304315258e-12,5.81010933808912e-13,-7.175919580770795e-12,7.271604430265533e-12,8.16837495160707e-11,180000.0,0.6672624000348151,True
88,T,Optimizer-T,358.6157002480907,-217.7234109902595,1018.9154338365183,-38.16213174612216,23.169062282207264,-105.66786680896806,18.508619414695257,1061.6365854564137,-1.4769074851983532e-11,8.888667579753928e-12,-1.0913581149907259e-10,4.218847493575595e-14,-2.930988785010413e-14,3.979039320256561e-13,4.0120627620298833e-13,1.1048872944734211e-10,180000.0,6.1699153999798,True
88,A,ESPDI-A,-84.25437303585937,138.2016836997974,1611.7737990164321,-16.362473270801065,19.57670512599229,-99.80261224399301,24.58506529664188,1275.8270456397531,-6.821210263296962e-13,5.684341886080801e-13,-9.663381206337363e-13,-8.526512829121202e-14,-2.842170943040401e-14,-7.105427357601002e-14,1.1457157353758233e-13,1.3123322310792896e-12,180000.01017917276,3.9678483000025153,True
88,A,Optimizer-A,-84.25437303585937,138.2016836997974,1611.7737990164321,-16.362473270801065,19.57670512599229,-99.80261224399301,23.44068809306941,1241.776243008435,-2.6271914956105057e-08,3.645682642295661e-08,2.7338512254004854e-07,8.031264542296412e-11,-1.1720224790678913e-10,-1.1468408445125533e-09,1.1556082426893231e-09,2.770536751868341e-07,180000.00001431955,14.399127800017595,True
89,T,ESPDI-T,-404.8798126415281,250.21509285952695,808.0024941606775,47.38408796280761,-29.283292472216043,-92.28043048329761,16.853386852874685,966.6940397319177,4.811484466193472e-12,-3.1691601298393162e-12,-2.4152694018506234e-11,1.0739031192086301e-12,-6.518188766513333e-13,-5.7136656517187134e-12,5.850137685305813e-12,2.4830356160324623e-11,180000.0,0.6651588999666274,True
89,T,Optimizer-T,-404.8798126415281,250.21509285952695,808.0024941606775,47.38408796280761,-29.283292472216043,-92.28043048329761,16.853386852874685,966.6940397324361,7.867528850624694e-11,-4.867151126575209e-11,-4.28402202601319e-10,-4.4497738826976274e-13,2.7622348852673895e-13,2.398081733190338e-12,2.454607970887905e-12,4.382774968260349e-10,180000.0,14.13180640002247,True
89,A,ESPDI-A,464.7360688641361,-271.3894269729842,1243.7124725937028,-26.29419148605478,-3.8039008804892234,-77.60324762881913,22.50579024151854,1128.2752176039485,3.410605131648481e-13,1.1368683772161603e-13,-6.252776074688882e-13,0.0,-2.842170943040401e-14,-9.237055564881302e-14,9.664426065637204e-14,7.212621278796132e-13,180000.01056928764,4.018691600067541,True
89,A,Optimizer-A,464.7360688641361,-271.3894269729842,1243.7124725937028,-26.29419148605478,-3.8039008804892234,-77.60324762881913,21.503524957348247,1094.8203820395447,-2.1056536590801046e-08,5.772535481001148e-08,8.057818945417239e-08,7.255884781898203e-11,-1.1332623728321778e-10,2.454392244999326e-10,2.7990719064846955e-10,1.0133330615771874e-07,180000.0000138255,28.801015899982303,True
90,T,ESPDI-T,-159.86566963337052,264.46190223328335,312.3349108679854,28.220338314268503,-46.684221630410505,-54.13187733307998,11.226622405468232,643.9482497155022,3.4727533255814636e-12,-5.537798498880689e-12,-2.0618844596921506e-11,1.2839763974259455e-12,-2.1141517356215722e-12,-7.519039210701628e-12,7.915439571018604e-12,2.163016366989722e-11,180000.0,0.37254579993896186,True
90,T,Optimizer-T,-159.86566963337052,264.46190223328335,312.3349108679854,28.220338314268503,-46.684221630410505,-54.13187733307998,11.226622405468232,643.948249715846,6.643552374896444e-11,-1.0976686226626953e-10,-3.866853504064238e-10,5.520028878436278e-13,-9.068301665138279e-13,-3.197442310920451e-12,3.36907783684965e-12,4.074162528502271e-10,180000.0,20.25059459998738,True
90,A,ESPDI-A,271.5697413523832,94.93250397411748,848.0636922007524,-18.889978633819705,-28.56580679526553,-85.4229129293484,17.493452324607865,967.1885050136261,5.684341886080802e-14,0.0,1.5631940186722204e-13,2.842170943040401e-14,-3.552713678800501e-14,6.039613253960852e-14,7.561523550873788e-14,1.6633378991627446e-13,180000.0019816176,4.337424600031227,True
90,A,Optimizer-A,271.5697413523832,94.93250397411748,848.0636922007524,-18.889978633819705,-28.56580679526553,-85.4229129293484,17.194294533560395,956.0250645169399,-1.8949181408242228e-08,3.835658132831911e-08,8.497193881851217e-08,1.1809042632648925e-10,-1.0565925911976137e-10,1.028226392918441e-10,1.8889606395753603e-10,9.513426929248685e-08,180000.0000168966,11.618241099989973,True
91,T,ESPDI-T,-384.3950657986694,-384.9572936702204,580.3064704262549,50.73007086646702,50.80427020538836,-74.79057338374326,14.969319082486237,858.6257268174195,3.327569556704768e-12,3.80385523426896e-12,-1.467772214533425e-11,1.2063378074245179e-11,1.210115341265805e-11,-5.261359403707644e-11,5.5318652206802275e-11,1.552345197350187e-11,180000.0,0.5877583000110462,True
91,T,Optimizer-T,-384.3950657986694,-384.9572936702204,580.3064704262549,50.73007086646702,50.80427020538836,-74.79057338374326,14.969319082486237,858.6257268178815,1.3629586348429257e-10,1.3662448949958161e-10,-5.953761927912637e-10,1.0319745058495755e-11,1.0331291377951857e-11,-4.508748929765716e-11,4.739318949780484e-11,6.258718914255298e-10,180000.0,19.277516399975866,True
91,A,ESPDI-A,-455.51499705079414,-52.06436448925098,1110.0059710461794,19.000182019410204,20.75981079599464,-55.12043312381698,22.526863938409406,1048.0028167311084,4.547473508864641e-13,0.0,-5.684341886080802e-14,8.526512829121202e-14,7.105427357601002e-15,-4.263256414560601e-14,9.559374836295625e-14,4.582862941503293e-13,180000.0138469726,3.854825700051151,True
91,A,Optimizer-A,-455.51499705079414,-52.06436448925098,1110.0059710461794,19.000182019410204,20.75981079599464,-55.12043312381698,21.043594337949227,1000.7557623460089,1.4164447735499577e-07,-1.784063830595994e-07,2.013618107810089e-07,2.4291679778798425e-11,-1.9452883748272143e-11,7.227285436783859e-11,7.868841001744971e-11,3.0403712655296764e-07,180000.00000550726,27.602486399933696,True
92,T,ESPDI-T,144.87503082682048,-341.7645567618642,734.1708557977024,-17.86915604011204,42.153876750905866,-88.49937643128337,16.00287568477451,917.909538188971,-7.82441387427998e-12,1.8585023544946807e-11,-1.080195462089639e-10,-3.746365197232482e-13,8.81990661061316e-13,-5.1915173548966465e-12,5.2792151399903e-12,1.098856083198921e-10,180000.0,0.6104130999883637,True
92,T,Optimizer-T,144.87503082682048,-341.7645567618642,734.1708557977024,-17.86915604011204,42.153876750905866,-88.49937643128337,16.00287568477451,917.9095381894658,-3.3623992479192566e-11,7.907363652748245e-11,-4.6083137306141e-10,1.503241975342462e-13,-3.739231146937527e-13,2.149391775674303e-12,2.186847243271218e-12,4.687736844806731e-10,180000.0,31.664538500015624,True
92,A,ESPDI-A,122.22673050473315,258.89910560028966,1018.6371010663391,4.817958005929697,-26.845965309871765,-96.97354969525936,18.863712965868512,1046.3461489730398,5.684341886080801e-13,-5.684341886080802e-14,1.4210854715202004e-13,2.842170943040401e-14,-3.552713678800501e-14,-8.881784197001252e-15,4.635576669436108e-14,5.886794035975521e-13,180000.01570087002,3.8678063000552356,True
92,A,Optimizer-A,122.22673050473315,258.89910560028966,1018.6371010663391,4.817958005929697,-26.845965309871765,-96.97354969525936,18.584900695443817,1035.7799881427254,-1.953988813283629e-08,5.413214083959176e-09,2.090225894590958e-07,8.543032947727625e-11,2.16293649657473e-11,-5.808260539197363e-10,5.874734679416509e-10,2.1000369763208512e-07,180000.00002553957,11.797727399971336,True
93,T,ESPDI-T,-280.79813599908437,-60.09031357415916,626.4957422563555,37.47873423058823,8.020384053710252,-81.86513907438979,14.803352085865177,849.1060197207753,6.939211519239592e-12,1.4030137948916341e-12,-4.075896488131862e-11,7.350439701347966e-13,1.4702388612120032e-13,-4.295189204306382e-12,4.360109627281382e-12,4.1369243677084164e-11,180000.0,0.9001353000057861,True
93,T,Optimizer-T,-280.79813599908437,-60.09031357415916,626.4957422563555,37.47873423058823,8.020384053710252,-81.86513907438979,14.803352085865177,849.106019721221,-3.362954359431569e-11,-7.187972439481882e-12,2.0325607863469486e-10,1.687538997430238e-13,3.83026943495679e-14,-1.0551559626037488e-12,1.069251645072926e-12,2.0614472259096518e-10,180000.0,7.731765500037,True
93,A,ESPDI-A,-260.1847138318061,347.9341016932806,1774.9708573986543,-35.42742047366768,25.59559008965681,-55.17732023450256,30.073368586743754,1405.5394292269557,1.3642420526593924e-12,9.094947017729282e-13,-7.958078640513122e-13,0.0,5.684341886080802e-14,-2.842170943040401e-14,6.355287432313019e-14,1.8225386545374702e-12,179999.99999999092,3.7649722000351176,True
93,A,Optimizer-A,-260.1847138318061,347.9341016932806,1774.9708573986543,-35.42742047366768,25.59559008965681,-55.17732023450256,27.680500302637874,1340.3505388985868,-2.3377328790157385e-08,4.013222187347218e-08,2.048891190042923e-08,-4.346745186012413e-11,3.157296646350005e-11,-3.979501173034805e-10,4.015601666554732e-10,5.0763079543387344e-08,180000.00000114721,26.152089899987914,True
94,T,ESPDI-T,-296.0748218397824,-279.16719814761524,501.48891278098483,42.50312757064181,40.075947568508894,-70.47462781607838,13.775535345271289,790.1514412884098,1.0153287842743553e-11,9.342895839839437e-12,-4.9543080067205825e-11,7.214996829152387e-13,6.569931230993031e-13,-3.5375001539161843e-12,3.669619748039788e-12,5.142854984575455e-11,180000.0,0.43667049997020513,True
94,T,Optimizer-T,-296.0748218397824,-279.16719814761524,501.48891278098483,42.50312757064181,40.075947568508894,-70.47462781607838,13.77553534527129,790.1514412888282,9.892087149410145e-12,9.249045973547254e-12,-4.725109192804666e-11,-5.417888360170764e-14,-5.551115123125783e-14,2.575717417130363e-13,2.68998218336914e-13,4.915347320368147e-11,180000.0,16.4857275999384,True
94,A,ESPDI-A,259.7762649498808,175.27729612047926,1448.376777685051,-44.22430579026802,-25.914008557586214,-66.53511610648849,25.234148236626893,1182.4007473251386,4.547473508864641e-13,2.5579538487363607e-13,1.1937117960769683e-12,7.105427357601002e-14,2.4868995751603507e-14,1.2789769243681803e-13,1.4840820891638929e-13,1.3027564178134798e-12,180000.0951541047,3.7574644000269473,True
94,A,Optimizer-A,259.7762649498808,175.27729612047926,1448.376777685051,-44.22430579026802,-25.914008557586214,-66.53511610648849,23.173802192829957,1121.241452445689,-1.5213015408425125e-07,-6.845266674723136e-08,7.640640120598619e-09,1.269784277724284e-11,3.890887612101324e-12,-3.219682298549742e-10,3.222420134829583e-10,1.669961998009477e-07,180000.00000299283,24.60013609996531,True
95,T,ESPDI-T,274.37155728029444,-45.1860301490296,757.1253328081195,-33.68362026322918,5.54732821371806,-90.87565695103616,16.07687010853503,922.1537870777629,-2.418203905907068e-12,4.444778839410418e-13,-1.8237285357756788e-11,-6.19083777297913e-13,1.0286324743369324e-13,-4.550651522272631e-12,4.593721241885305e-12,1.840227833557864e-11,180000.0,0.49672430008649826,True
95,T,Optimizer-T,274.37155728029444,-45.1860301490296,757.1253328081195,-33.68362026322918,5.54732821371806,-90.87565695103616,16.07687010853503,922.1537870782631,-8.463540979164463e-11,1.3954448707664824e-11,-6.250200357271751e-10,5.759837051755312e-13,-9.481304630298837e-14,4.234834705130197e-12,4.274876807833431e-12,6.308786922140688e-10,180000.0,36.67139039991889,True
95,A,ESPDI-A,431.9440117131859,56.948139295572105,1714.1249662289881,2.134239851595858,0.5799304851821603,-64.5265123578904,27.814485594358132,1264.2264116576425,-6.821210263296962e-13,-1.1368683772161603e-13,-1.3642420526593924e-12,-5.684341886080802e-14,-3.552713678800501e-15,-1.7053025658242404e-13,1.7978977849793401e-13,1.5294999738073e-12,180000.04719398968,3.872093199985102,True
95,A,Optimizer-A,431.9440117131859,56.948139295572105,1714.1249662289881,2.134239851595858,0.5799304851821603,-64.5265123578904,25.90033427812871,1204.065900547117,-3.67487085302826e-07,-3.504567045308592e-08,3.8709661254188177e-07,1.8333778939449985e-11,2.4433788325950445e-12,5.0309978405493894e-11,5.3602159261371696e-11,5.349006864112932e-07,180000.00000011054,29.59798530000262,True
96,T,ESPDI-T,343.99771540119553,392.8709462454097,634.4616055657409,-44.08714568101955,-50.35079555909509,-79.41031210561518,15.408890772372553,883.8391356329594,9.797615057585349e-13,9.13217906243352e-13,1.9616382357454804e-12,-9.053625904531515e-13,-1.0588682708423391e-12,-4.921819896086532e-12,5.115192520785697e-12,2.375273483283212e-12,180000.0,0.7602144000120461,True
96,T,Optimizer-T,343.99771540119553,392.8709462454097,634.4616055657409,-44.08714568101955,-50.35079555909509,-79.41031210561518,15.408890772372551,883.8391356334178,8.402256668205155e-11,9.593570382548933e-11,4.39550618125395e-10,-4.5075054799781356e-13,-5.275779813018744e-13,-2.405187160547939e-12,2.50328581271487e-12,4.5767695689727336e-10,180000.0,13.424348499975167,True
96,A,ESPDI-A,110.14633093145085,-302.83645028378714,1602.8225546576637,-12.277605716777288,43.02199748499088,-99.39449102981656,24.5717224140145,1252.3718182342018,1.3500311979441904e-13,-3.979039320256561e-13,-1.0231815394945443e-12,1.9539925233402755e-14,-3.907985046680551e-14,-1.2789769243681803e-13,1.351549596622253e-13,1.1060984785443518e-12,180000.05507282657,3.744999699993059,True
96,A,Optimizer-A,110.14633093145085,-302.83645028378714,1602.8225546576637,-12.277605716777288,43.02199748499088,-99.39449102981656,23.18335292277429,1207.6148109979404,9.991392112717972e-09,-1.2173151897889553e-08,7.666659485039418e-08,-1.3188283798371003e-11,5.0221771186187425e-11,-2.4089885641842557e-10,2.4643136195364696e-10,7.8267364267833e-08,180000.00000026854,17.420315900002606,True
97,T,ESPDI-T,275.50171522396295,277.57658591081605,585.6003482707899,-37.285646220490925,-37.5664535262472,-77.54696561497256,14.601836032999723,837.5472529924064,1.080120568469823e-11,1.0191163858751381e-11,6.347001231676191e-11,6.124779503013933e-12,6.142448528978495e-12,3.627055253363487e-11,3.729337178356037e-11,6.518411101279963e-11,180000.0,0.5344081999501213,True
97,T,Optimizer-T,275.50171522396295,277.57658591081605,585.6003482707899,-37.285646220490925,-37.5664535262472,-77.54696561497256,14.601836032999723,837.547252992852,1.7454260259341936e-11,1.7510215499783044e-11,1.0313883080925734e-10,6.831868404333363e-12,6.87894186057747e-12,4.0463632444698305e-11,4.160889108874418e-11,1.060607244400598e-10,180000.0,36.68832179997116,True
97,A,ESPDI-A,256.8741008564449,228.0223450793685,1442.27617027748,-40.90619957391432,-14.22820591956966,-58.32105007549056,25.768434301567332,1162.658254094602,5.684341886080802e-14,0.0,5.684341886080801e-13,4.263256414560601e-14,0.0,-1.4210854715202004e-14,4.4938668397781776e-14,5.712692894303979e-13,180000.09807541405,4.170848599984311,True
97,A,Optimizer-A,256.8741008564449,228.0223450793685,1442.27617027748,-40.90619957391432,-14.22820591956966,-58.32105007549056,23.53985244712568,1093.514365415207,3.1989182353809736e-07,-1.1751482896434369e-07,4.1030248709716943e-07,-6.328271240363392e-13,-4.636291350834654e-13,-8.942180329540861e-12,8.976525563370376e-12,5.333747694737454e-07,180000.00000000035,32.75672190007754,True
98,T,ESPDI-T,564.7619462463325,-528.0315488801871,1204.237093376183,-54.511137606219094,50.96589919477033,-112.8786973240616,20.373144079660932,1168.5839246637079,-1.138762695251927e-11,1.1212247493300187e-11,-6.836095101450668e-11,-1.4183376695342531e-12,1.3762949113704792e-12,-8.475636859017754e-12,8.703004630231129e-12,7.020407513149462e-11,180000.0,0.6303994000190869,True
98,T,Optimizer-T,564.7619462463325,-528.0315488801871,1204.237093376183,-54.511137606219094,50.96589919477033,-112.8786973240616,20.373144079660932,1168.5839246643227,-9.399503397844455e-11,8.776890325634668e-11,-5.385700774240831e-10,5.53335155473178e-13,-5.186961971048731e-13,3.2009950245992513e-12,3.289619231261081e-12,5.537112741203793e-10,180000.0,1.6397015999536961,True
98,A,ESPDI-A,-222.43767083096878,-296.8607053422991,1765.244485287867,-5.965267299284484,-8.738571790136277,-96.31651184229024,26.146070307710083,1317.1293768580017,-3.410605131648481e-13,4.547473508864641e-13,1.4779288903810084e-12,-5.684341886080802e-14,0.0,1.8474111129762605e-13,1.9328852131274408e-13,1.58347441779189e-12,180000.00051872223,3.8758674999698997,True
98,A,Optimizer-A,-222.43767083096878,-296.8607053422991,1765.244485287867,-5.965267299284484,-8.738571790136277,-96.31651184229024,24.840446198528785,1277.675828988018,1.554272638609806e-08,2.1837400901032804e-08,1.2218716705092447e-08,2.433608869978343e-13,9.592326932761353e-13,7.23474613550934e-11,7.235422942999188e-11,2.9457519575565803e-08,180000.00000009337,20.665867100004107,True
99,T,ESPDI-T,-89.4319355350191,172.1261462109508,538.1885903018538,12.917385938681235,-24.861587166187366,-76.23667010095642,13.692298610553717,785.3770623436521,4.560729425411372e-12,-9.126039388161061e-12,-7.428310473244631e-11,1.719839548552926e-13,-3.363836986736146e-13,-2.689723443971559e-12,2.716126778799405e-12,7.498042742274592e-11,180000.0,0.5857130999211222,True
99,T,Optimizer-T,-89.4319355350191,172.1261462109508,538.1885903018538,12.917385938681235,-24.861587166187366,-76.23667010095642,13.692298610553717,785.377062344065,-7.050693362486982e-12,1.347677525131985e-11,1.1484058148880649e-10,-1.9095836023552692e-14,2.886579864025407e-14,2.9665159217984183e-13,2.986637782313304e-13,1.1584340682470284e-10,180000.0,25.235029000090435,True
99,A,ESPDI-A,269.6567876863221,331.82286542504994,1639.8635403476733,-36.77308894618326,-28.630478029823145,-99.35335003888237,24.90951450287256,1262.137779847093,3.268496584496461e-13,-6.252776074688882e-13,4.547473508864641e-13,2.842170943040401e-14,-7.105427357601002e-14,7.105427357601002e-15,7.685694801574505e-14,8.394033230628315e-13,180000.0468701257,3.869040700024925,True
99,A,Optimizer-A,269.6567876863221,331.82286542504994,1639.8635403476733,-36.77308894618326,-28.630478029823145,-99.35335003888237,23.51486916790119,1216.5582766858752,-4.643727326058746e-08,-2.2972734779527632e-08,-8.25156192263421e-08,2.9437949300437083e-10,2.028004431053887e-10,1.4348451315981947e-09,1.4787047904488215e-09,9.743199837546014e-08,180000.00002712058,19.73767229996156,True
100,T,ESPDI-T,-160.26910267369507,-297.2396290268187,396.7922757288935,25.625210784101924,47.52524360673691,-62.21983541574463,12.382794849036248,710.2651876613527,-4.467938619447977e-12,-7.78310414435799e-12,3.041516631651156e-11,1.0229941893591388e-12,1.925685305659286e-12,-7.448056060788133e-12,7.76069069687341e-12,3.1711536192529946e-11,180000.0,0.3983572000870481,True
100,T,Optimizer-T,-160.26910267369507,-297.2396290268187,396.7922757288935,25.625210784101924,47.52524360673691,-62.21983541574463,12.382794849036248,710.2651876617238,-4.8546500153179295e-11,-9.00666208281109e-11,3.481464005972157e-10,8.473222123939195e-13,1.581845765485923e-12,-6.0538241086760536e-12,6.314188569894732e-12,3.6287005265427227e-10,180000.0,36.660135700018145,True
100,A,ESPDI-A,-129.96096371655676,40.93164686716989,1784.4824218243896,-6.050039090763562,-36.43553988517837,-95.24476764291067,26.375652368354544,1321.1744013986245,-1.1368683772161603e-13,-6.821210263296962e-13,1.7621459846850485e-12,2.842170943040401e-14,2.842170943040401e-14,2.1316282072803006e-13,2.1691928285568092e-13,1.8929797312633483e-12,180000.04605143654,3.8894794000079855,True
100,A,Optimizer-A,-129.96096371655676,40.93164686716989,1784.4824218243896,-6.050039090763562,-36.43553988517837,-95.24476764291067,24.804533129706627,1275.3121411194352,1.0051399703332193e-08,2.0658215498748717e-08,1.8921081590406175e-08,1.3233858453531866e-13,9.14823772291129e-14,-2.7604585284279892e-12,2.7651426389014948e-12,2.9762389556950828e-08,180000.00000000003,29.386365100042894,True
101,T,ESPDI-T,368.7070146053475,-237.93327722973643,592.3273682823508,-49.26172398875683,31.78947773254987,-77.38782872127534,14.788630903136779,848.2616268562688,-1.8913643763142363e-11,1.1888056294581673e-11,-8.391930412295773e-11,-1.7347026592950954e-12,1.0687041529511276e-12,-7.62567786694035e-12,7.893179638969608e-12,8.684181830975021e-11,180000.0,0.46693120000418276,True
101,T,Optimizer-T,368.7070146053475,-237.93327722973643,592.3273682823508,-49.26172398875683,31.78947773254987,-77.38782872127534,14.788630903136777,848.261626856729,-1.7204193625275366e-10,1.1096257246379082e-10,-7.764935361365133e-10,9.50350909079134e-14,-6.128431095930864e-14,4.938272013532696e-13,5.066090603907862e-13,8.030276034976414e-10,180000.0,12.499516600044444,True
101,A,ESPDI-A,-467.7541906989643,456.25637700979826,1583.4740206964289,24.878922587687953,-8.715982823733327,-95.3022701824861,24.702715284822084,1258.3252876098995,-2.2737367544323206e-13,2.2737367544323206e-13,-5.115907697472721e-13,1.4210854715202004e-14,5.684341886080802e-14,-7.105427357601002e-14,9.209686451197087e-14,6.042538309847401e-13,180000.0169867113,3.7850648999447003,True
101,A,Optimizer-A,-467.7541906989643,456.25637700979826,1583.4740206964289,24.878922587687953,-8.715982823733327,-95.3022701824861,23.703548680053654,1223.638797758942,-5.445727993606494e-08,5.2026738446747235e-08,1.9236027526403632e-07,5.3439919156517135e-11,7.119638212316204e-12,-7.864819906444609e-10,7.883276195946729e-10,2.0657892523463523e-07,180000.00001414763,20.194962700014003,True
102,T,ESPDI-T,57.8924603356096,-263.65410840288916,1027.2911425941265,-6.189810065081467,28.18966138995583,-107.10286757586715,18.422735612786077,1056.7103732861633,2.278228604032928e-14,-2.5852139439591637e-13,3.848497258721051e-12,-8.415317054311089e-14,3.844841112154995e-13,-3.85078080533674e-12,3.8708426212698835e-12,3.857237806293653e-12,180000.0,0.6989335999824107,True
102,T,Optimizer-T,57.8924603356096,-263.65410840288916,1027.2911425941265,-6.189810065081467,28.18966138995583,-107.10286757586715,18.422735612786077,1056.710373286718,-4.801159469991489e-13,2.1671553440683056e-12,-2.1618262735501048e-11,7.893685705084863e-14,-3.561595462997502e-13,3.659295089164516e-12,3.677434050993308e-12,2.1731920239800256e-11,180000.0,1.6567295999266207,True
102,A,ESPDI-A,210.2261979308778,121.9616541095877,951.3007731847906,-16.506628396756582,-39.03274041906508,-73.76426923899044,19.427371823038698,1004.6414993330945,0.0,3.410605131648481e-13,-3.126388037344441e-13,1.4210854715202004e-14,2.842170943040401e-14,-5.684341886080802e-14,6.51223174224333e-14,4.62671908852022e-13,180000.03394126837,3.791234300006181,True
102,A,Optimizer-A,210.2261979308778,121.9616541095877,951.3007731847906,-16.506628396756582,-39.03274041906508,-73.76426923899044,18.407255012996696,973.3137036406242,2.636149396878585e-09,4.165643655745733e-08,8.19514269778665e-08,-2.8117508321656715e-11,2.1493429258612196e-10,4.206839321341249e-10,4.732465690943191e-10,9.196871410439921e-08,180000.00001194546,14.572769699967466,True
103,T,ESPDI-T,251.08951222622122,-223.49499278925498,309.6780263489077,-43.98545624454491,39.15149278457221,-53.23027070813882,11.31213586688759,648.8532195113421,-1.1423743570028455e-11,1.0062966410671892e-11,-4.2279900446581115e-11,1.1078464534630683e-11,-9.857240024224723e-12,4.138033665723739e-11,4.395713615792722e-11,4.493723614007527e-11,180000.0,0.5003573000431061,True
103,T,Optimizer-T,251.08951222622122,-223.49499278925498,309.6780263489077,-43.98545624454491,39.15149278457221,-53.23027070813882,11.31213586688759,648.8532195116859,1.148503514514232e-11,-1.0179412868183135e-11,4.285460875053104e-11,1.1620926443356439e-11,-1.0346834500296609e-11,4.341593751178152e-11,4.611991484820139e-11,4.5519709684785756e-11,180000.0,35.42388209991623,True
103,A,ESPDI-A,161.63826494192563,-127.65494659951173,1777.189666359271,4.160542519549118,2.5883290372223655,-92.98466007213503,26.528029259652747,1287.1129533704752,-1.1368683772161603e-13,-1.7053025658242404e-13,1.7621459846850485e-12,-2.842170943040401e-14,0.0,1.2079226507921703e-13,1.2409095402129096e-13,1.7740247283572028e-12,180000.05516771562,3.904158500023186,True
103,A,Optimizer-A,161.63826494192563,-127.65494659951173,1777.189666359271,4.160542519549118,2.5883290372223655,-92.98466007213503,24.720163207740733,1227.5392161541768,2.752123449015308e-07,-1.1769449254082746e-07,-4.6210619686348764e-07,-2.3080204414327454e-11,6.686651232712393e-12,2.078230920687929e-10,2.0920765936635552e-10,5.505778469392665e-07,180000.00000340844,18.492524200002663,True
104,T,ESPDI-T,454.2386178008577,390.2256334318485,924.8872891135272,-49.603419769219,-42.613122577604,-98.37772610412924,18.04360686644204,1034.9639135044417,-1.6000073553394667e-11,-1.3860677037548508e-11,-9.013759638860919e-11,-1.2552459072168176e-12,-1.122157922139877e-12,-7.083111874806036e-12,7.2804776299927e-12,9.258999408342716e-11,180000.0,0.686314900056459,True
104,T,Optimizer-T,454.2386178008577,390.2256334318485,924.8872891135272,-49.603419769219,-42.613122577604,-98.37772610412924,18.04360686644204,1034.9639135049729,1.0298073505055072e-10,8.844258658768922e-11,5.719122952996258e-10,-6.812328479099961e-13,-5.804245972740318e-13,-3.7267966490617255e-12,3.83275151420621e-12,5.878016641935944e-10,180000.0,3.0713442000560462,True
104,A,ESPDI-A,-17.00199671714273,25.501190295978517,1614.1946139819881,-7.676833603052394,1.4650934351315854,-79.11985765825334,26.01450917758344,1216.1495621109207,-8.526512829121202e-14,7.105427357601002e-14,1.1368683772161603e-12,7.105427357601002e-15,3.552713678800501e-15,4.263256414560601e-14,4.3366397107056194e-14,1.1422734169234777e-12,180000.08134990677,3.8594808999914676,True
104,A,Optimizer-A,-17.00199671714273,25.501190295978517,1614.1946139819881,-7.676833603052394,1.4650934351315854,-79.11985765825334,23.850776696268774,1143.6643349280403,1.5002462291460405e-07,-2.0912781820334895e-08,2.2906509400399955e-07,1.645350522494482e-12,-6.890044090823721e-13,-2.099653784171096e-12,2.7550773911075198e-12,2.746189163462619e-07,180000.00000000154,22.023901000036858,True
105,T,ESPDI-T,198.19018154730864,63.583274260527624,565.0574347315908,-27.955668205971055,-8.968723398904963,-78.13299514179917,14.016892504411679,803.9954555049262,-5.350863578178905e-12,-1.7151693070373633e-12,-4.180497246118742e-11,-5.02625718823424e-13,-1.5629511573855837e-13,-3.8884312436593405e-12,3.9238958081341325e-12,4.218091119528741e-11,180000.0,0.5206153999315575,True
105,T,Optimizer-T,198.19018154730864,63.583274260527624,565.0574347315908,-27.955668205971055,-8.968723398904963,-78.13299514179917,14.016892504411679,803.9954555053482,3.336020348854163e-11,1.0715595077925855e-11,2.576250324182183e-10,-1.6342482922482304e-13,-5.3290705182007514e-14,-1.305622276959184e-12,1.3168891768702644e-12,2.5999689321828254e-10,180000.0,2.4472733000293374,True
